"Rc, kpc" "V_total, km/s" "V_bar, km/s" "V_disk, km/s" "V_halo, km/s" "V_buldge, km/s"
1.8299999999999998 225.71161329790425 155.89305711005102 115.05471384613098 106.27974877415117 45.93598746857715
1.8599999999999999 226.0818219409852 156.05524353730954 116.00123493773954 105.48542869506984 46.650712777009524
1.89 226.44022104204157 156.19006290071445 116.9309093177499 104.70760945405542 47.363666720183936
1.92 226.786853524786 156.29827803714045 117.84401854198491 103.9457714424247 48.07482820991679
1.95 227.12175505567504 156.38059364120957 118.74083726192069 103.19941494158317 48.78417647194573
1.98 227.44495685081586 156.4376633618571 119.6216334983078 102.46805939017804 49.49169104768223
2.01 227.7564880391641 156.4700960314772 120.48666889934327 101.75124265608815 50.19735179584773
2.04 228.05637752112423 156.47846096132633 121.33619898450182 101.04852031831027 50.9011388939935
2.07 228.344655698529 156.46329286939553 122.17047337503867 100.3594649626439 51.60303283990525
2.1 228.62135573443217 156.42509596072023 122.98973601209183 99.68366549413048 52.30301445289291
2.13 228.8865147208161 156.3643477252472 123.79422536323507 99.0207264684345 53.00106487496627
2.16 229.14017463313084 156.2815022905212 124.58417461826 98.3702674437284 53.6971655718975
2.19 229.38238310359688 156.17699338718674 125.35981187490648 97.73192235413757 54.391298334171154
2.2199999999999998 229.61319407728334 156.05123703133341 126.12136031519952 97.10533890539432 55.08344527782268
2.25 229.8326683591279 155.90463394521723 126.86903837300143 96.4901779930211 55.77358884516652
2.28 230.04087406491834 155.73757174400382 127.60305989333983 95.88611314310289 56.461711805414545
2.31 230.23788699354523 155.55042692172682 128.32363428402883 95.29282997550231 57.14779725518617
2.34 230.42379094109546 155.3435666739316 129.03096666006167 94.71002568920761 57.83182861891117
2.37 230.59867796911908 155.11735058191 129.72525798121873 94.13740856937993 58.51378964912631
2.4 230.76264854325748 154.87213203978234 130.4067051832989 93.57469751557028 59.19366442666716
2.4299999999999997 230.91581171263584 154.60825968236236 131.0755013033573 93.02162159050613 59.871437360756254
2.46 231.0582853304248 154.32607882132888 131.73183559929964 92.47791958879684 60.54709318898901
2.4899999999999998 231.19019596190057 154.0259323655275 132.37589366416304 91.94333962487346 61.220616977218604
2.52 231.31167911945377 153.70816218451392 133.00785753538779 91.41763873945605 61.891994119341426
2.55 231.42287920026422 153.37310998677776 133.6279057993626 90.90058252383275 62.56121033698445
2.58 231.5239495555078 153.0211183576829 134.23621369151024 90.39194476123097 63.22825167909591
2.61 231.61505244422577 152.6525315902104 134.83295319215776 89.89150708456772 63.89310452144097
2.6399999999999997 231.69635912439435 152.26769669306782 135.41829311842247 89.39905864987398 64.55575556600377
2.67 231.76804962381863 151.8669638857669 135.9923992123288 88.91439582470389 65.21619184029771
2.6999999999999997 231.83031296539906 151.45068775940942 136.55543422535658 88.43732189085578 65.87440069658501
2.73 231.88334687192472 151.01922762382154 137.1075579996081 87.96764676075139 66.53036981100806
2.76 231.92735777939387 150.57294830369452 137.6489275457715 87.5051867068415 67.18408718263322
2.79 231.96256085672655 150.11222092949993 138.17969711804332 87.04976410342834 67.83554113240969
2.82 231.98917978119573 149.63742333731716 138.7000182861667 86.60120718031735 68.48472030204447
2.85 232.00744663103566 149.148940633348 139.21004000472874 86.15934978773545 69.13161365279552
2.88 232.0176018630036 148.6471658788355 139.7099086798542 85.72403117197533 69.77621046418477
2.9099999999999997 232.01989416720878 148.13250057512485 140.19976823342367 85.29509576124934 70.41850033263272
2.94 232.01458028903713 147.60535508717203 140.67976016493495 84.872392961259 71.05847317001644
2.9699999999999998 232.0019248504826 147.06614905660714 141.15002361112354 84.45577696000873 71.69611920215281
3.0 231.98220023599083 146.51531190864608 141.6106954034458 84.04510654141413 72.3314289672087
3.03 231.9556864127674 145.9532832499409 142.0619101235279 83.64024490727748 72.96439331404015
3.06 231.9226707303714 145.38051322724127 142.50380015667437 83.2410595072216 73.595003400462
3.09 231.88344770691924 144.79746285854256 142.93649574352384 82.84742187619513 74.22325069145029
3.12 231.83831880022066 144.20460433409016 143.3601250299397 82.45920747918021 74.84912695727866
3.15 231.7875921587316 143.60242127879937 143.7748141152119 82.07629556275175 75.47262427159134
3.1799999999999997 231.73158235669626 142.9914089825669 144.1806870986481 81.69856901315589 76.09373500941403
3.21 231.67061011918796 142.3720746071546 144.57786612462252 81.32591422059045 76.71245184510462
3.2399999999999998 231.60500201629367 141.74493733518858 144.96647142615234 80.95822094938829 77.3287677502457
3.27 231.53509013313192 141.11052847053142 145.3466213670639 80.59538221381703 77.94267599148091
3.3 231.46121171513684 140.46939148744423 145.71843248280936 80.23729415922573 78.5541701282964
3.33 231.38370878666112 139.82208202340638 146.08201951999087 79.88385594828087 79.16324401074993
3.36 231.30292774082716 139.1691678099014 146.43749547464776 79.53496965204852 79.7698917771489
3.3899999999999997 231.21921889840291 138.51122853486376 146.78497162935545 79.1905401456905 80.3741078516795
3.42 231.13293603330573 137.8488556297989 147.12455758918824 78.85047500855637 80.97588694198858
3.4499999999999997 231.04443586211403 137.18265197382587 147.45636131658995 78.51468442846145 81.57522403672014
3.48 230.95407749472454 136.51323150606117 147.78048916519694 78.18308110995478 82.17211440300852
3.51 230.8622218429868 135.84121873681985 148.09704591265614 77.85558018638804 82.76655358392928
3.54 230.76923098379356 135.1672481470613 148.40613479247745 77.53209913560836 83.35853739591064
3.57 230.67546747268625 134.49196346433516 148.7078575249576 77.21255769910609 83.94806192610639
3.5999999999999996 230.58129360352117 133.81601680212614 149.00231434721317 76.89687780445625 84.53512352973237
3.63 230.48707060913472 133.14006764796542 149.28960404235582 76.58498349090262 85.11971882736827
3.6599999999999997 230.39315779720147 132.46478168388714 149.5698239678417 76.27680083793902 85.70184470222647
3.69 230.29991161457528 131.79082942071756 149.8430700830294 75.97225789675102 86.28149829738935
3.7199999999999998 230.20768463219738 131.1188846250503 150.109436975972 75.67128462438738 86.8586770130172
3.75 230.11682443792142 130.4496225088493 150.3690178894747 75.37381282053772 87.43337850352822
3.78 230.02767242776292 129.78371765642714 150.62190474644282 75.0797760667985 88.00560067475195
3.81 229.94056248649744 129.1218416637562 150.86818817454906 74.78910966831575 88.57534168105818
3.84 229.855819535204 128.46466044084485 151.10795753024001 74.5017505976981 89.14259992246289
3.8699999999999997 229.77375792704467 127.81283113334564 151.34130092211046 74.21763744109944 89.7073740417125
3.9 229.6946796667914 127.16699860831488 151.56830523366426 73.93671034637454 90.26966292134833
3.9299999999999997 229.61887242331863 126.52779143653612 151.78905614548535 73.65891097321747 90.8294656807526
3.96 229.54660721791757 125.89581714501577 152.00363815683835 73.38418244519465 91.38678167317761
3.9899999999999998 229.47813574787324 125.27165664647858 152.21213460671942 73.11246930359111 91.94161048275961
4.02 229.4136874890385 124.655858090244 152.41462769437524 72.84371746299047 92.49395192151847
4.05 229.35346599975585 124.04892905630716 152.61119849930927 72.57787416851431 93.04380602634527
4.08 229.29764437786523 123.4513269600428 152.80192700079039 72.31488795464978 93.59117305597857
4.109999999999999 229.24635973292004 122.86344736659419 152.98689209688473 72.05470860559726 94.1360534879711
4.14 229.1997054717023 122.28560791294701 153.16617162302109 71.79728711707372 94.67844801564824
4.17 229.15771995335527 121.71802500268807 153.33984237010895 71.54257565951053 95.21835754505933
4.2 229.12036623993265 121.16077310275375 153.50798010222434 71.29052754258673 95.75578319192361
4.2299999999999995 229.08747628766847 120.61367551833935 153.67065957387172 71.04109718104189 96.29072627857155
4.26 229.05875724365734 120.07631092546536 153.82795454684475 70.79424006171591 96.82318833088343
4.29 229.03392332246773 119.54826089697288 153.9799378066885 70.54991271176428 97.35317107522549
4.32 229.01271300812462 119.02914334908498 154.12668117878553 70.30807266800092 97.88067643538609
4.35 228.9948857851763 118.51860727425654 154.26825554406784 70.0686784473223 98.40570652951195
4.38 228.98021951649656 118.01632855868971 154.40473085437458 69.8316895181686 98.9282636670462
4.41 228.96850830107363 117.52200659901479 154.53617614746187 69.59706627298046 99.44835034566913
4.4399999999999995 228.95956069690274 117.0353615225365 154.66265956167612 69.36477000161022 99.96596924824307
4.47 228.9531982273947 116.55613187289096 154.784248350302 69.1347628656507 100.48112323976197
4.5 228.94925411186264 116.08407266101298 154.90100889559355 68.90700787364366 100.99381536430717
4.53 228.947572175835 115.6189537072755 155.0130067224989 68.6814688571339 101.50404884200991
4.56 228.94800590761312 115.16055821883394 155.12030651208775 68.45811044753525 102.01182706602222
4.59 228.950417635169 114.70868155922989 155.222972114688 68.23689805377666 102.51715359949658
4.62 228.95467780310986 114.26313017680222 155.32106656274442 68.01779784069801 103.0200321725753
4.6499999999999995 228.96066433362557 113.82372066551318 155.41465208340202 67.8007767081663 103.52046667939088
4.68 228.968262058526 113.39027893712596 155.5037901108274 67.58580227088464 104.01846117507814
4.71 228.97736221190314 112.96263948772926 155.58854129827154 67.37284283886723 104.51401987279864
4.74 228.98786197486265 112.54064474477258 155.66896552988158 67.16186739855496 105.00714714077847
4.77 228.99966406525814 112.12414448323449 155.7451219322721 66.95284559454703 105.49784749936033
4.8 229.0126763665476 111.71299530150928 155.81706888585916 66.74574771192576 105.98612561807047
4.83 229.02681159083951 111.30706014915039 155.88486403596332 66.54054465915162 106.47198631270103
4.859999999999999 229.04198697197748 110.9062078998797 155.94856430369285 66.33720795150766 106.95543454240917
4.89 229.05812398511952 110.51031296427767 156.0082258966042 66.13570969507238 107.43647540683293
4.92 229.07514808980955 110.11925493742491 156.06390431915784 65.93602257120209 107.91511414322495
4.95 229.0929884939378 109.73291827743832 156.11565438296125 65.73811982150312 108.39135612360454
4.9799999999999995 229.1115779363662 109.351192011427 156.16353021681775 65.54197523327656 108.86520685192875
5.01 229.13085248627377 108.97396946586743 156.20758527657682 65.34756312541818 109.336671961283
5.04 229.15075135753838 108.60114801879706 156.2478723547948 65.1548583347566 109.80575721109193
5.069999999999999 229.17121673667808 108.23262887156224 156.28444359021128 64.96383620281426 110.27246848435075
5.1 229.1921936230587 107.86831683814488 156.31735047704706 64.77447256297589 110.73681178487811
5.13 229.2136296802231 107.50812015033506 156.34664387412226 64.58674372804965 111.19879323459041
5.16 229.2354750973369 107.15195027722068 156.37237401380767 64.40062647820754 111.65841907079833
5.1899999999999995 229.2576824598539 106.79972175765464 156.39459051080638 64.21609804929065 112.1156956435263
5.22 229.28020662860595 106.45135204450123 156.41334237077496 64.03313612146758 112.57062941285461
5.25 229.30300462660603 106.10676135960685 156.42867799878513 63.851718808232675 113.02322694628542
5.279999999999999 229.3260355329272 105.76587255855058 156.4406452076295 63.671824645732734 113.47349491613217
5.31 229.3492603830924 105.42861100433596 156.4492912259802 63.4934325824105 113.92144009693374
5.34 229.37264207545385 105.09490444926564 156.4546627063962 63.31652196895409 114.36706936289278
5.37 229.3961452831055 104.76468292432652 156.45680573319035 63.14107254854211 114.81038968533925
5.3999999999999995 229.41973637090797 104.43787863547733 156.45576583015486 62.96706444737359 115.25140813021888
5.43 229.44338331724538 104.11442586628816 156.45158796814934 62.79447816547388 115.69013185560742
5.46 229.4670556401733 103.79426088643862 156.44431657255765 62.6232945677667 116.12656810925048
5.49 229.49072432764183 103.47732186562564 156.43399553061224 62.45349487540322 116.56072422612941
5.52 229.5143617715103 103.16354879247486 156.42066819859244 62.28506065734001 116.99260762605338
5.55 229.537941705093 102.85288339808663 156.40437740889874 62.11797382215717 117.4222258112783
5.58 229.561439143996 102.54526908387945 156.38516547700394 61.95221661010868 117.84958636415159
5.609999999999999 229.5848303300296 102.24065085342596 156.3630742082875 61.787771585397486 118.27469694478468
5.64 229.60809267799306 101.9389752479993 156.3381449047533 61.62462162866767 118.69756528875195
5.67 229.6312047251498 101.64019028557622 156.31041837163443 61.462749929706845 119.1181992048169
5.7 229.65414608322172 101.34424540306077 156.2799349238867 61.30213998035162 119.53660657268571
5.7299999999999995 229.67689739274638 101.05109140151401 156.2467343925734 61.14277556758965 119.9527953407881
5.76 229.69944027965553 100.76068039419184 156.21085613114735 60.98464076685218 120.36677352408564
5.79 229.72175731393565 100.4729657572092 156.17233902162477 60.827719935490464 120.7785492019077
5.819999999999999 229.74383197025261 100.18790208266144 156.13122148066162 60.67199770643055 121.18813051581489
5.85 229.76564859042378 99.9054451340526 156.08754146552974 60.51745898200055 121.59552566749046
5.88 229.78719234762843 99.6255518038807 156.0413364799953 60.36408892792497 122.00074291665902
5.91 229.80844921226392 99.34818007325563 155.99264358010527 60.21187296748096 122.40379057903337
5.9399999999999995 229.82940591934735 99.07328897342138 155.94149937987606 60.060796775811 122.80467702428896
5.97 229.85004993738568 98.80083854907257 155.88794005689763 59.91084627438757 123.2034106740661
6.0 229.8703694386282 98.53078982335865 155.83200135784458 59.76200762562489 123.60000000000001
6.029999999999999 229.89035327062842 98.26310476447888 155.77371860390082 59.614267227633 123.99445352177844
6.06 229.90999092904863 97.99774625377641 155.71312669610134 59.46761170911006 124.38677980522725
6.09 229.9292725316367 97.73467805524767 155.65026012058743 59.32202792436837 124.7769874604235
6.12 229.94818879331962 97.47386478638768 155.5851529537834 59.17750294849028 125.16508513983614
6.1499999999999995 229.9667310023524 97.21527189029923 155.51783886749004 59.03402407260974 125.55108153649424
6.18 229.98489099747204 96.95886560899272 155.44835113390462 58.891578799315894 125.93498538218304
6.21 230.0026611460029 96.70461295782111 155.37672263055725 58.75015483817497 126.31680544566662
6.24 230.02003432287057 96.45248170098094 155.3029858451796 58.609740101366796 126.69655053093868
6.27 230.0370038904748 96.20244032802844 155.2271728804933 58.470322699432764 127.07422947550018
6.3 230.05356367938523 95.95445803135837 155.14931545893222 58.33189093713152 127.44985114866387
6.33 230.06970796981523 95.70850468459369 155.0694449272882 58.1944333093997 127.82342444988605
6.359999999999999 230.08543147384046 95.46455082184141 154.98759226129135 58.0579384974141 128.19495830712523
6.39 230.1007293183275 95.2225676177725 154.90378807012198 57.922395364752624 128.5644616752272
6.42 230.11559702853563 94.9825268684819 154.81806260085432 57.787792953651014 128.93194353433685
6.45 230.13003051236416 94.7444009730935 154.73044574283387 57.654120481352486 129.2974128883365
6.4799999999999995 230.14402604521757 94.50816291607192 154.64096703199678 57.521367336547705 129.66087876331014
6.51 230.15758025545338 94.27378625020891 154.5496556551169 57.38952307590245 130.0223502060343
6.54 230.1706901103953 94.04124508025014 154.45654045399934 57.258577420670385 130.38183628249425
6.569999999999999 230.18335290288172 93.8105140471351 154.3616499296099 57.128520253388466 130.7393460764264
6.6 230.1955662383252 93.58156831281839 154.26501224614518 56.99934161465282 131.09488868788614
6.63 230.20732802226456 93.35438354564894 154.16665523504463 56.871031699972534 131.44847323184092
6.66 230.21863644838513 93.12893590627894 154.066606398946 56.74358085669946 131.80010883678884
6.6899999999999995 230.2294899869885 92.90520203408016 153.96489291558441 56.61697958103147 132.14980464340186
6.72 230.23988737389274 92.68315903404532 153.86154164163628 56.49121851508749 132.49756980319432
6.75 230.2498275997435 92.46278446415079 153.75657911650848 56.366288444052195 132.8434134772153
6.779999999999999 230.25930989972176 92.24405632316237 153.65003156607688 56.24218029338834 133.18734483476624
6.81 230.268333743628 92.02695303886594 153.54192490636876 56.11888512611474 133.52937305214223
6.84 230.27689882633067 91.81145345670039 153.43228474719768 55.996394140148546 133.86950731139729
6.87 230.28500505856374 91.59753682878139 153.32113639574808 55.87469866570944 134.20775679913342
6.8999999999999995 230.2926525580535 91.3851828032937 153.20850486010457 55.753790162784505 134.54413070531336
6.93 230.29984164097462 91.17437141424213 153.09441485274428 55.633660218651976 134.8786382220966
6.96 230.30657281370404 90.96508307154132 152.97889079396842 55.514300545462156 135.21128854269804
6.989999999999999 230.31284676487815 90.75729855143359 152.86195681529668 55.3957029778741 135.5420908602701
7.02 230.31866435773006 90.5509989872201 152.74363676281166 55.27785947074644 135.87105436680702
7.05 230.32402662270195 90.34616586029416 152.62395420045897 55.16076209688112 136.19818825207187
7.08 230.3289347503188 90.14278099146188 152.5029324133037 55.04440304481833 136.52350170254522
7.109999999999999 230.33339008431332 89.94082653254112 152.38059441074043 54.92877461668142 136.8470039003962
7.14 230.3373941149953 89.74028495822569 152.25696292966396 54.81386922607048 137.16870402247483
7.17 230.34094847285365 89.54113905820861 152.1320604375958 54.6996793960033 137.48861123932602
7.199999999999999 230.3440549223839 89.34337192954878 152.0059091357707 54.58619775690245 137.80673471422466
7.2299999999999995 230.34671535612975 89.14696696927223 151.87853096218186 54.47341704462716 138.1230836022315
7.26 230.3489317889344 88.95190786720896 151.7499475945833 54.36133009854905 138.43766704927003
7.29 230.350706352392 88.75817859903934 151.62018045345775 54.249929859670345 138.7504941912234
7.319999999999999 230.35204128949235 88.56576341955613 151.48925070494445 54.13920936878364 139.0615741530517
7.35 230.35293894945121 88.37464685612987 151.3571792637266 54.02916176467201 139.37091604792937
7.38 230.3534017827189 88.18481370236722 151.22398679588235 53.91978028234858 139.67852897640196
7.41 230.35343233616297 87.99624901195868 151.08969372170048 53.81105825133441 139.9844220255625
7.4399999999999995 230.35303324841672 87.8089380927076 150.9543202184586 53.70298909397359 140.28860426824713
7.47 230.35220724539082 87.62286650073415 150.81788622316893 53.595566323785164 140.59108476224947
7.5 230.3509571359317 87.43802003484714 150.68041143527884 53.488783543850126 140.89187254955397
7.529999999999999 230.3492858076408 87.25438473107775 150.54191531935308 53.38263444523327 141.1909766555872
7.56 230.34719622282813 87.07194685737215 150.40241710770687 53.27711280543878 141.4884060884882
7.59 230.3446914146097 86.89069290843169 150.2619358030152 53.17221248689854 141.78416983839568
7.62 230.34177448313923 86.71060960070413 150.12049018088564 53.0679274354927 142.07827687675385
7.6499999999999995 230.33844859196648 86.53168386750983 149.97809879239907 52.9642516791014 142.37073615563529
7.68 230.33471696452258 86.35390285430694 149.83477996661844 52.861179326187035 142.661556607081
7.71 230.33058288072746 86.17725391409043 149.69055181306848 52.75870456440628 142.95074714245746
7.739999999999999 230.32604967370975 86.00172460291228 149.54543222418 52.65682165925105 143.23831665183056
7.77 230.32112072664378 85.82730267552766 149.3994388777095 52.55552495271777 143.5242740033559
7.8 230.3157994696922 85.65397608116069 149.25258923912384 52.45480886200443 143.8086280426852
7.83 230.31008937705653 85.4817329593812 149.10490056396057 52.354667878234295 144.09138759238883
7.859999999999999 230.30399396412525 85.31056163609615 148.95638990015192 52.255096565206124 144.37256145139418
7.89 230.29751678472593 85.1404506196432 148.8070740903317 52.156089558169846 144.65215839443917
7.92 230.29066142846523 84.97138859699409 148.6569697740994 52.0576415626275 144.9301871715417
7.949999999999999 230.28343151816762 84.80336443005287 148.5060933902711 51.95974735315839 145.20665650748342
7.9799999999999995 230.27583070739777 84.63636715205386 148.35446117909282 51.862401772268214 145.48157510130872
8.01 230.26786267807046 84.47038596405307 148.2020891844312 51.76559972926128 145.7549516258382
8.04 230.25953113814595 84.30541023150818 148.0489932559415 51.669336199135905 146.02679472719646
8.07 230.25083981940088 84.14142948095375 147.8951890511993 51.57360622150127 146.29711302435408
8.1 230.2417924752799 83.97843339675043 147.7406920378171 51.47840489951675 146.5659151086831
8.129999999999999 230.23239287882106 83.81641181792733 147.5855174955273 51.38372739885169 146.83320954352706
8.16 230.22264482066 83.65535473509853 147.429680518254 51.289568946666385 147.0990048637832
8.19 230.2125521070897 83.49525228745799 147.27319601613559 51.19592483061289 147.36330957549904
8.219999999999999 230.20211855820583 83.33609475985189 147.11607871755035 51.10279039785567 147.6261321554812
8.25 230.1913480061073 83.1778725799206 146.95834317110226 51.01016105411154 147.88748105091733
8.28 230.1802442931625 83.02057631531478 146.80000374758535 50.9180322627083 148.14736467901034
8.31 230.16881127033983 82.86419667097547 146.6410746419304 50.82639954366186 148.4057914266254
8.34 230.15705279559492 82.70872448648805 146.4815698751209 50.73525847277126 148.66276964994853
8.37 230.1449727323208 82.55415073349077 146.32150329609885 50.64460468073126 148.91830767415726
8.4 230.1325749478429 82.40046651315485 146.1608885836267 50.554433852262 149.17241379310346
8.43 230.11986331198327 82.2476630537203 145.99973924815362 50.464741725255536 149.42509626900684
8.459999999999999 230.10684169567062 82.09573170809267 145.83806863364725 50.37552408993869 149.67636333216043
8.49 230.09351396959508 81.94466395149671 145.6758899193962 50.28677678805194 149.92622318064682
8.52 230.0798840029213 81.79445137918277 145.51321612180695 50.19849571204377 150.17468398006523
8.549999999999999 230.06595566204876 81.64508570419618 145.350060096173 50.11067680428077 150.4217538632696
8.58 230.0517328094108 81.4965587551837 145.1864345384222 50.02331605627212 150.66744093011667
8.61 230.03721930232865 81.34886247426746 145.02235198684886 49.936409507909175 150.91175324722485
8.64 230.02241899189903 81.20198891495853 144.85782482381748 49.84995324671903 151.15469884774288
8.67 230.00733572193468 81.05593024012006 144.69286527746212 49.76394340713233 151.39628573112842
8.7 229.99197332793372 80.91067871997977 144.52748542334692 49.67837616976448 151.63652186293643
8.73 229.97633563609702 80.76622673018232 144.36169718612314 49.593247760710526 151.87541517461733
8.76 229.96042646238797 80.622566749897 144.1955123411692 49.50855445085279 152.1129735633237
8.79 229.9442496116106 80.47969135995461 144.028942516188 49.424292555181786 152.34920489172737
8.82 229.92780887654507 80.3375932410359 143.8619991928169 49.340458432128955 152.5841169878444
8.85 229.91110803710797 80.19626517189592 143.69469370820443 49.25704848291243 152.81771764486933
8.879999999999999 229.89415085954573 80.05570002763146 143.52703725656673 49.17405915089418 153.05001462101836
8.91 229.8769410956661 79.91589077798258 143.35904089073773 49.09148692094922 153.2810156393803
8.94 229.85948248209178 79.77683048567744 143.19071552368322 49.00932831884616 153.5107283877766
8.969999999999999 229.84177873956318 79.63851230480644 143.02207193003076 48.92757991063897 153.7391605186286
9.0 229.82383357224106 79.50092947923801 142.85312074753173 48.846238302069885 153.96631964883392
9.03 229.80565066707396 79.3640753410663 142.6838724785658 48.765300137982855 154.19221335964926
9.06 229.78723369316558 79.22794330908995 142.5143374915848 48.684762101747815 154.41684919658218
9.09 229.76858630118835 79.0925268873331 142.34452602256636 48.6046209146948 154.64023466928933
9.12 229.7497121227982 78.95781966358196 142.17444817641947 48.52487333555871 154.86237725148263
9.15 229.73061477011157 78.82381530796947 142.0041139284244 48.44551615993357 155.0832843808423
9.18 229.71129783517722 78.6905075715817 141.83353312561349 48.366546219736584 155.30296345893703
9.209999999999999 229.6917648894827 78.55789028509322 141.66271548815365 48.28796038268164 155.52142185115096
9.24 229.67201948347852 78.42595735743022 141.49167061070568 48.20975555176214 155.73866688661744
